age,education,familySize,typeOfHousing,houseOwnership,householdAnnualIncome,ageOfBuilding,freqOfMoving,ageOfCustomerAccountInDays,avgDailyUsage,lateFeePayments,AvgComplaintsRaised,AvgComplaintsResolved,modeOfPayment,typeOfPlanI,typeOfPlanII,Target
31,medium,Medium,2BHK-Apt,Rented,Low,10-20yrs,2,2-5yrs,7.414431647,3,7,4,DD,Fixed,Fixed,Yes
34,low,Medium,3BHK-Apt,Owned,High,10-20yrs,9,2-5yrs,7.384306097,1,0,1,DD,Variable,Variable,Yes
46,medium,Medium,Mansion,Owned,Medium,20-30yrs,7,1-2yrs,1.484801531,4,8,3,SD,Fixed,Fixed,No
44,low,Medium,5BHK-House,Owned,Low,20-30yrs,4,2-5yrs,4.427010739,0,4,0,DD,Variable,Variable,No
33,medium,Medium,5BHK-House,Rented,High,20-30yrs,2,>10yrs,7.59376598,1,4,2,DD,Fixed,Fixed,No
42,medium,Large,3BHK-Apt,Rented,Medium,20-30yrs,1,1-2yrs,7.844988087,0,5,3,SD,Fixed,Fixed,No
52,low,Small,2BHK-Apt,Owned,High,<10yrs,5,2-5yrs,4.147631904,2,10,2,DD,Variable,Variable,No
24,medium,Large,5BHK-House,Owned,Low,10-20yrs,2,2-5yrs,1.581425676,0,0,1,Others,Variable,Variable,No
48,medium,Small,2BHK-Apt,Owned,High,10-20yrs,10,>10yrs,4.025463024,0,7,0,PPM,Variable,Variable,No
47,High,Medium,1BHK-Apt,Rented,Low,20-30yrs,5,>10yrs,0.531377192,2,6,4,Others,Fixed,Fixed,No
30,low,Small,5BHK-House,Owned,High,20-30yrs,1,1-2yrs,4.606353774,0,9,7,PPM,Variable,Variable,Yes
28,medium,Small,1BHK-Apt,Owned,Medium,>30yrs,8,>5yrs,2.661803311,0,7,3,PPM,Fixed,Fixed,No
32,High,Medium,Mansion,Owned,Medium,20-30yrs,1,2-5yrs,4.010682906,1,8,6,Others,Variable,Variable,No
39,medium,Small,3BHK-Apt,Owned,High,>30yrs,5,1-2yrs,1.129368634,0,7,5,DD,Variable,Variable,No
47,medium,Medium,2BHK-Apt,Owned,Low,20-30yrs,4,>10yrs,2.454020441,0,2,0,SD,Fixed,Fixed,No
32,medium,Medium,2BHK-Apt,Owned,Medium,<10yrs,6,1-2yrs,5.187441488,4,8,3,SD,Variable,Variable,No
38,medium,Medium,3BHK-Apt,Owned,Medium,<10yrs,3,2-5yrs,1.413659552,0,10,9,SD,Variable,Variable,Yes
33,low,Small,Mansion,Owned,Medium,10-20yrs,1,1-2yrs,8.099253661,3,6,2,PPM,Fixed,Fixed,No
28,medium,Small,3BHK-Apt,Owned,High,20-30yrs,4,1-2yrs,2.584426937,1,6,4,Others,Variable,Variable,No
48,low,Medium,3BHK-Apt,Owned,Medium,20-30yrs,8,1-2yrs,7.186598011,1,0,1,SD,Variable,Variable,No
41,medium,Medium,3BHK-Apt,Owned,Medium,>30yrs,7,2-5yrs,4.634064003,1,9,1,DD,Variable,Variable,Yes
34,High,Small,Mansion,Rented,High,10-20yrs,4,>5yrs,3.085924305,1,2,0,PPM,Fixed,Fixed,No
42,medium,Large,3BHK-Apt,Owned,Low,<10yrs,3,1-2yrs,3.832020795,0,6,2,SD,Fixed,Fixed,No
43,medium,Medium,3BHK-Apt,Owned,Medium,>30yrs,4,2-5yrs,11.75276506,4,4,1,SD,Fixed,Fixed,No
41,low,Small,5BHK-House,Rented,Medium,20-30yrs,2,1-2yrs,3.027954577,1,2,1,DD,Variable,Variable,Yes
42,medium,Small,5BHK-House,Rented,Medium,<10yrs,4,<1yr,4.460400304,1,9,7,PPM,Fixed,Fixed,Yes
39,High,Medium,1BHK-Apt,Owned,High,<10yrs,3,<1yr,1.082206892,2,9,1,DD,Variable,Variable,No
37,High,Medium,Mansion,Owned,Medium,10-20yrs,3,2-5yrs,1.016948425,0,3,2,PPM,Fixed,Fixed,No
54,low,Medium,1BHK-Apt,Owned,Medium,>30yrs,5,2-5yrs,7.812921363,1,4,2,PPM,Variable,Variable,No
40,medium,Large,1BHK-Apt,Owned,Medium,10-20yrs,4,<1yr,2.125862816,3,2,0,PPM,Fixed,Fixed,No
33,medium,Small,2BHK-Apt,Rented,Low,<10yrs,3,2-5yrs,5.789419764,4,6,2,PPM,Variable,Variable,Yes
57,low,Large,2BHK-Apt,Owned,Medium,20-30yrs,2,2-5yrs,7.052252818,3,2,0,PPM,Fixed,Fixed,Yes
50,low,Small,2BHK-Apt,Rented,Medium,20-30yrs,1,2-5yrs,2.59186677,1,3,0,DD,Variable,Variable,No
41,medium,Large,2BHK-Apt,Owned,Medium,10-20yrs,5,2-5yrs,0.941309875,4,2,1,Others,Fixed,Fixed,No
44,medium,Large,2BHK-Apt,Owned,Low,>30yrs,3,<1yr,7.255556061,2,7,6,DD,Fixed,Fixed,No
38,High,Small,5BHK-House,Owned,Medium,>30yrs,3,1-2yrs,5.426148317,3,9,5,PPM,Variable,Variable,No
50,High,Large,2BHK-Apt,Owned,Low,10-20yrs,2,1-2yrs,2.187882055,1,7,3,Others,Fixed,Fixed,Yes
67,medium,Medium,3BHK-Apt,Owned,Medium,>30yrs,8,1-2yrs,4.319114451,4,0,0,Others,Fixed,Fixed,No
53,low,Small,Mansion,Owned,Low,>30yrs,5,<1yr,6.857548539,0,8,3,PPM,Fixed,Fixed,No
41,medium,Large,2BHK-Apt,Owned,Low,20-30yrs,1,2-5yrs,6.580385043,4,2,0,SD,Variable,Variable,No
36,High,Large,3BHK-Apt,Owned,High,10-20yrs,1,2-5yrs,3.723166171,1,2,0,PPM,Variable,Variable,Yes
34,medium,Small,1BHK-Apt,Owned,High,20-30yrs,2,>10yrs,3.621475915,0,4,2,DD,Variable,Variable,No
42,low,Small,Mansion,Rented,Medium,>30yrs,3,2-5yrs,2.282631147,2,9,7,Others,Fixed,Fixed,No
35,High,Large,5BHK-House,Owned,Medium,>30yrs,1,<1yr,5.805596453,4,7,6,SD,Variable,Variable,Yes
49,low,Medium,3BHK-Apt,Owned,Low,<10yrs,4,1-2yrs,4.230117837,2,7,3,DD,Fixed,Fixed,Yes
38,High,Medium,5BHK-House,Rented,Low,10-20yrs,4,2-5yrs,4.193367603,0,9,1,Others,Variable,Variable,Yes
26,low,Small,Mansion,Rented,Low,20-30yrs,1,>5yrs,4.189722266,3,7,4,SD,Variable,Variable,No
34,low,Medium,Mansion,Rented,Low,20-30yrs,4,>10yrs,5.085043357,3,8,5,DD,Fixed,Fixed,Yes
37,High,Small,1BHK-Apt,Owned,Medium,>30yrs,2,<1yr,5.714663117,0,3,0,Others,Fixed,Fixed,Yes
45,High,Large,3BHK-Apt,Owned,High,20-30yrs,5,2-5yrs,4.377880521,1,1,0,Others,Variable,Variable,No
26,medium,Medium,1BHK-Apt,Rented,Low,20-30yrs,2,<1yr,2.564120834,1,3,0,SD,Variable,Variable,No
34,medium,Medium,2BHK-Apt,Rented,Medium,>30yrs,9,2-5yrs,3.423454994,1,6,5,DD,Fixed,Fixed,No
22,medium,Small,5BHK-House,Rented,Medium,<10yrs,8,1-2yrs,1.814887558,1,5,0,PPM,Fixed,Fixed,No
44,High,Medium,3BHK-Apt,Owned,Low,>30yrs,6,2-5yrs,0.80360547,0,10,7,PPM,Fixed,Fixed,No
60,medium,Small,3BHK-Apt,Rented,High,10-20yrs,5,>10yrs,2.85363879,2,2,0,PPM,Fixed,Fixed,No
39,medium,Medium,1BHK-Apt,Owned,Medium,20-30yrs,6,1-2yrs,2.128682235,4,6,2,DD,Variable,Variable,Yes
38,low,Medium,5BHK-House,Rented,High,20-30yrs,2,<1yr,4.383634556,2,10,0,PPM,Variable,Variable,No
39,High,Medium,2BHK-Apt,Owned,Medium,10-20yrs,1,2-5yrs,2.570210913,0,6,2,PPM,Fixed,Fixed,No
35,low,Medium,2BHK-Apt,Owned,Medium,20-30yrs,2,1-2yrs,8.538339158,4,8,0,Others,Fixed,Fixed,No
53,High,Medium,Mansion,Rented,Medium,<10yrs,3,1-2yrs,5.443412287,2,1,0,DD,Fixed,Fixed,No
45,medium,Medium,1BHK-Apt,Owned,Low,20-30yrs,1,<1yr,1.415361821,0,5,2,DD,Variable,Variable,No
22,medium,Medium,5BHK-House,Rented,Low,10-20yrs,8,2-5yrs,5.223149457,1,6,4,Others,Variable,Variable,Yes
39,medium,Medium,3BHK-Apt,Owned,High,20-30yrs,4,<1yr,11.58284113,0,2,1,SD,Variable,Variable,Yes
32,medium,Medium,3BHK-Apt,Rented,Low,10-20yrs,3,2-5yrs,2.604644422,1,8,6,SD,Variable,Variable,Yes
36,low,Small,2BHK-Apt,Owned,Medium,<10yrs,4,1-2yrs,3.157910099,0,3,0,PPM,Fixed,Fixed,Yes
33,medium,Small,2BHK-Apt,Owned,High,<10yrs,4,1-2yrs,3.379944835,2,0,1,PPM,Variable,Variable,No
52,medium,Medium,2BHK-Apt,Rented,High,20-30yrs,3,2-5yrs,14.07203843,0,8,5,DD,Fixed,Fixed,No
25,low,Large,3BHK-Apt,Owned,Low,20-30yrs,7,>5yrs,4.224463789,2,9,7,SD,Fixed,Fixed,No
38,medium,Small,3BHK-Apt,Owned,High,20-30yrs,3,2-5yrs,4.788645344,0,2,0,SD,Fixed,Fixed,No
35,medium,Large,2BHK-Apt,Owned,Low,10-20yrs,5,1-2yrs,7.276717129,0,1,0,PPM,Variable,Variable,No
29,medium,Medium,2BHK-Apt,Owned,Low,20-30yrs,1,1-2yrs,4.570311551,0,4,2,DD,Variable,Variable,No
27,High,Small,2BHK-Apt,Rented,Medium,20-30yrs,2,>5yrs,1.518516272,1,0,1,PPM,Variable,Variable,No
44,low,Small,1BHK-Apt,Owned,High,>30yrs,2,>10yrs,0.644390473,1,4,1,PPM,Variable,Variable,No
30,High,Medium,Mansion,Owned,Medium,>30yrs,3,2-5yrs,2.714258698,1,9,7,DD,Fixed,Fixed,No
31,low,Small,5BHK-House,Owned,Medium,20-30yrs,6,>10yrs,6.03627277,1,7,5,PPM,Fixed,Fixed,No
49,medium,Small,2BHK-Apt,Owned,High,<10yrs,4,2-5yrs,5.091960542,1,9,6,Others,Fixed,Fixed,No
38,low,Medium,3BHK-Apt,Owned,Low,10-20yrs,4,2-5yrs,3.295728327,2,7,5,SD,Variable,Variable,Yes
38,High,Small,Mansion,Rented,Low,>30yrs,5,>5yrs,0.684447824,2,8,6,Others,Fixed,Fixed,No
38,low,Medium,3BHK-Apt,Rented,High,>30yrs,2,>5yrs,9.633781546,0,0,0,PPM,Variable,Variable,No
47,low,Small,3BHK-Apt,Owned,Medium,10-20yrs,6,2-5yrs,1.877228254,2,7,4,Others,Variable,Variable,Yes
44,low,Medium,1BHK-Apt,Rented,High,10-20yrs,8,<1yr,2.223133695,1,6,5,PPM,Fixed,Fixed,No
28,High,Large,3BHK-Apt,Owned,Low,10-20yrs,2,1-2yrs,7.5309721,3,2,1,DD,Fixed,Fixed,Yes
44,low,Small,1BHK-Apt,Owned,Medium,<10yrs,8,2-5yrs,5.230484225,3,5,1,PPM,Variable,Variable,No
41,High,Large,3BHK-Apt,Rented,Medium,20-30yrs,3,1-2yrs,2.835911733,1,9,3,SD,Variable,Variable,No
48,High,Large,1BHK-Apt,Owned,Low,20-30yrs,1,>10yrs,6.350802621,1,4,2,Others,Variable,Variable,Yes
46,low,Medium,2BHK-Apt,Owned,Medium,20-30yrs,8,1-2yrs,3.52888827,1,2,1,DD,Variable,Variable,No
39,low,Small,3BHK-Apt,Owned,Medium,>30yrs,2,>10yrs,4.607728456,3,4,1,SD,Variable,Variable,No
30,High,Large,1BHK-Apt,Owned,Medium,>30yrs,1,2-5yrs,16.95107948,1,9,8,SD,Fixed,Fixed,No
49,High,Small,2BHK-Apt,Owned,Low,10-20yrs,4,>5yrs,5.020079763,1,1,0,DD,Variable,Variable,No
58,medium,Medium,5BHK-House,Owned,Low,<10yrs,1,<1yr,8.829695747,1,9,8,SD,Variable,Variable,Yes
43,low,Large,5BHK-House,Rented,High,20-30yrs,2,>10yrs,1.05693748,1,5,2,Others,Variable,Variable,No
48,High,Medium,2BHK-Apt,Owned,Low,<10yrs,8,2-5yrs,7.15458499,3,1,0,SD,Fixed,Fixed,Yes
21,medium,Small,2BHK-Apt,Rented,High,>30yrs,4,<1yr,6.040663955,1,5,2,DD,Fixed,Fixed,No
29,medium,Small,3BHK-Apt,Owned,Low,20-30yrs,1,2-5yrs,7.232019972,0,8,3,PPM,Variable,Variable,No
33,low,Large,2BHK-Apt,Rented,Low,>30yrs,4,1-2yrs,5.201893239,2,4,0,SD,Variable,Variable,Yes
34,medium,Large,2BHK-Apt,Owned,High,<10yrs,1,1-2yrs,6.157077226,3,6,2,DD,Variable,Variable,No
51,medium,Medium,3BHK-Apt,Owned,Low,10-20yrs,1,2-5yrs,4.198694711,0,0,0,Others,Variable,Variable,No
41,low,Small,5BHK-House,Owned,High,10-20yrs,1,>10yrs,8.819509844,1,8,2,DD,Fixed,Fixed,No
45,medium,Small,3BHK-Apt,Rented,Low,10-20yrs,1,1-2yrs,6.393002437,0,3,2,PPM,Variable,Variable,Yes
48,low,Small,1BHK-Apt,Owned,High,20-30yrs,1,<1yr,5.131588962,0,5,4,DD,Variable,Variable,No
45,medium,Medium,2BHK-Apt,Rented,Medium,10-20yrs,2,2-5yrs,4.13221322,0,6,1,PPM,Variable,Variable,Yes
48,medium,Medium,2BHK-Apt,Rented,High,>30yrs,9,1-2yrs,4.35033971,1,7,6,Others,Fixed,Fixed,No
27,low,Large,5BHK-House,Rented,Low,20-30yrs,2,2-5yrs,5.893223269,0,7,1,SD,Variable,Variable,Yes
29,medium,Small,3BHK-Apt,Owned,High,<10yrs,1,1-2yrs,1.323902768,2,4,1,DD,Variable,Variable,No
30,High,Small,1BHK-Apt,Rented,High,>30yrs,1,1-2yrs,9.212238168,2,4,1,Others,Variable,Variable,No
60,low,Medium,2BHK-Apt,Rented,High,20-30yrs,7,>5yrs,6.764145689,4,8,7,Others,Variable,Variable,No
41,low,Large,2BHK-Apt,Owned,High,10-20yrs,1,2-5yrs,7.681986392,1,0,0,PPM,Fixed,Fixed,No
39,low,Medium,2BHK-Apt,Owned,Low,10-20yrs,7,2-5yrs,5.714610992,0,9,7,Others,Fixed,Fixed,Yes
63,High,Large,2BHK-Apt,Owned,High,20-30yrs,1,>10yrs,6.802213371,1,6,3,SD,Fixed,Fixed,No
40,medium,Large,2BHK-Apt,Owned,Low,20-30yrs,2,>5yrs,2.294294152,0,6,4,PPM,Variable,Variable,No
42,medium,Medium,3BHK-Apt,Owned,Medium,20-30yrs,5,>5yrs,3.08501065,1,0,0,Others,Variable,Variable,Yes
38,medium,Large,2BHK-Apt,Rented,Medium,>30yrs,3,2-5yrs,5.993641137,2,2,1,PPM,Variable,Variable,No
45,High,Large,5BHK-House,Owned,Medium,10-20yrs,6,2-5yrs,11.34121612,1,1,0,PPM,Fixed,Fixed,No
36,High,Small,3BHK-Apt,Owned,Low,>30yrs,5,2-5yrs,2.883015971,0,5,2,DD,Fixed,Fixed,No
29,medium,Small,3BHK-Apt,Owned,Low,10-20yrs,5,2-5yrs,2.792657679,4,10,0,PPM,Variable,Variable,No
31,medium,Small,1BHK-Apt,Owned,Low,20-30yrs,2,1-2yrs,6.987815467,4,7,5,PPM,Fixed,Fixed,No
55,High,Small,2BHK-Apt,Rented,Low,20-30yrs,5,2-5yrs,1.025351145,0,7,3,Others,Variable,Variable,Yes
31,High,Large,2BHK-Apt,Rented,Medium,>30yrs,3,2-5yrs,7.055424933,1,1,0,DD,Variable,Variable,No
57,High,Medium,3BHK-Apt,Owned,Low,20-30yrs,1,>10yrs,8.959190876,1,8,5,SD,Fixed,Fixed,No
51,medium,Medium,2BHK-Apt,Owned,High,<10yrs,1,>5yrs,6.343062298,0,5,1,SD,Fixed,Fixed,No
37,medium,Medium,2BHK-Apt,Owned,Low,10-20yrs,3,1-2yrs,3.008554963,0,10,7,SD,Fixed,Fixed,No
34,High,Small,2BHK-Apt,Rented,High,>30yrs,2,2-5yrs,1.050059694,1,5,1,DD,Variable,Variable,No
32,medium,Small,5BHK-House,Owned,Medium,20-30yrs,2,1-2yrs,5.918036015,4,10,2,DD,Fixed,Fixed,No
42,medium,Large,Mansion,Owned,Medium,20-30yrs,4,1-2yrs,3.52125402,4,10,3,Others,Variable,Variable,No
34,medium,Medium,3BHK-Apt,Owned,Medium,20-30yrs,2,2-5yrs,9.356514341,1,9,0,DD,Variable,Variable,No
37,medium,Medium,2BHK-Apt,Owned,Medium,>30yrs,5,<1yr,1.713126582,1,2,1,PPM,Fixed,Fixed,No
33,High,Medium,3BHK-Apt,Owned,Medium,>30yrs,1,>5yrs,0.672962565,4,0,1,Others,Fixed,Fixed,No
46,medium,Medium,2BHK-Apt,Rented,Low,10-20yrs,3,2-5yrs,0.595477073,3,4,2,DD,Variable,Variable,Yes
37,low,Small,3BHK-Apt,Owned,Medium,>30yrs,1,<1yr,1.691154517,0,4,1,PPM,Variable,Variable,No
46,low,Medium,1BHK-Apt,Owned,Medium,10-20yrs,3,2-5yrs,4.619165687,4,0,0,SD,Fixed,Fixed,No
40,low,Small,2BHK-Apt,Rented,Medium,10-20yrs,4,>5yrs,5.808680727,0,1,0,DD,Variable,Variable,No
50,low,Medium,3BHK-Apt,Owned,Low,10-20yrs,1,1-2yrs,2.194157281,1,7,6,DD,Variable,Variable,Yes
53,High,Large,Mansion,Rented,High,20-30yrs,2,2-5yrs,0.943781668,3,0,1,DD,Variable,Variable,Yes
41,medium,Medium,3BHK-Apt,Owned,Medium,20-30yrs,4,2-5yrs,7.355579261,1,2,1,Others,Fixed,Fixed,No
31,medium,Small,2BHK-Apt,Owned,Low,20-30yrs,7,2-5yrs,1.304063261,3,0,1,PPM,Variable,Variable,No
42,low,Medium,3BHK-Apt,Owned,Medium,20-30yrs,5,>10yrs,2.537737829,2,9,0,Others,Fixed,Fixed,No
39,medium,Medium,3BHK-Apt,Owned,Low,20-30yrs,2,1-2yrs,6.005868474,0,9,5,SD,Fixed,Fixed,No
49,low,Large,2BHK-Apt,Rented,Medium,20-30yrs,5,2-5yrs,7.960222591,1,10,3,PPM,Fixed,Fixed,No
42,High,Small,3BHK-Apt,Owned,Medium,20-30yrs,2,2-5yrs,6.047432231,2,10,1,SD,Fixed,Fixed,No
41,High,Medium,2BHK-Apt,Owned,High,<10yrs,4,2-5yrs,2.393172737,0,5,0,PPM,Fixed,Fixed,No
42,low,Large,3BHK-Apt,Rented,Medium,<10yrs,1,2-5yrs,0.560398191,1,0,0,SD,Fixed,Fixed,No
39,medium,Medium,3BHK-Apt,Owned,Medium,10-20yrs,6,2-5yrs,4.142958097,1,2,0,DD,Variable,Variable,No
28,High,Small,1BHK-Apt,Rented,High,20-30yrs,2,<1yr,1.465484731,3,4,0,Others,Variable,Variable,No
36,medium,Medium,2BHK-Apt,Owned,Low,10-20yrs,2,2-5yrs,3.832446361,1,0,1,DD,Fixed,Fixed,No
47,low,Large,Mansion,Owned,Medium,10-20yrs,5,1-2yrs,0.872430805,3,3,2,DD,Fixed,Fixed,No
39,medium,Small,2BHK-Apt,Owned,High,10-20yrs,3,2-5yrs,2.41944968,3,0,1,SD,Variable,Variable,No
30,High,Large,2BHK-Apt,Owned,Medium,>30yrs,2,2-5yrs,4.770580833,1,5,4,PPM,Fixed,Fixed,No
28,medium,Large,3BHK-Apt,Owned,High,10-20yrs,1,2-5yrs,1.73765808,0,2,0,Others,Variable,Variable,No
45,low,Small,2BHK-Apt,Owned,Low,20-30yrs,2,1-2yrs,2.45244518,2,5,4,DD,Fixed,Fixed,No
38,low,Medium,2BHK-Apt,Owned,Medium,20-30yrs,2,>5yrs,1.10564732,3,9,2,PPM,Fixed,Fixed,No
34,High,Small,2BHK-Apt,Owned,High,10-20yrs,2,1-2yrs,3.143173819,1,0,0,PPM,Variable,Variable,Yes
39,low,Medium,5BHK-House,Owned,Low,<10yrs,1,1-2yrs,5.151597705,2,3,1,SD,Variable,Variable,Yes
41,medium,Small,3BHK-Apt,Owned,Medium,20-30yrs,1,>10yrs,17.51022226,1,4,3,PPM,Variable,Variable,No
28,low,Large,Mansion,Owned,Medium,20-30yrs,3,2-5yrs,5.617590293,1,1,0,PPM,Fixed,Fixed,No
30,medium,Small,Mansion,Rented,Medium,<10yrs,4,1-2yrs,5.144995495,1,5,3,PPM,Fixed,Fixed,No
42,High,Medium,Mansion,Rented,Low,10-20yrs,4,1-2yrs,12.82559134,3,8,0,SD,Variable,Variable,No
45,medium,Small,3BHK-Apt,Owned,Medium,<10yrs,1,<1yr,1.294040953,2,3,0,Others,Fixed,Fixed,No
47,medium,Large,2BHK-Apt,Rented,Low,20-30yrs,1,1-2yrs,4.894573358,0,9,7,PPM,Variable,Variable,No
34,low,Medium,5BHK-House,Owned,High,10-20yrs,3,>5yrs,5.347527143,3,2,1,DD,Variable,Variable,Yes
42,medium,Small,5BHK-House,Owned,Low,10-20yrs,3,1-2yrs,1.471454641,0,9,3,Others,Variable,Variable,No
48,High,Medium,2BHK-Apt,Owned,Medium,20-30yrs,3,>5yrs,3.823413315,3,2,1,Others,Variable,Variable,Yes
42,medium,Medium,Mansion,Owned,High,20-30yrs,3,1-2yrs,6.535483846,2,6,2,DD,Fixed,Fixed,No
57,High,Medium,3BHK-Apt,Owned,Medium,10-20yrs,6,2-5yrs,10.09870088,1,4,0,SD,Variable,Variable,No
36,low,Medium,2BHK-Apt,Rented,High,20-30yrs,6,1-2yrs,2.67493176,0,10,3,Others,Variable,Variable,No
35,medium,Medium,2BHK-Apt,Owned,High,20-30yrs,3,>5yrs,3.978832961,0,1,0,DD,Fixed,Fixed,Yes
35,medium,Large,3BHK-Apt,Rented,Medium,10-20yrs,4,>10yrs,3.60551226,0,5,1,DD,Variable,Variable,No
31,High,Small,Mansion,Rented,Medium,<10yrs,5,>5yrs,3.461352038,0,0,1,Others,Variable,Variable,No
36,medium,Large,2BHK-Apt,Owned,Low,>30yrs,1,2-5yrs,5.772165759,1,3,2,SD,Fixed,Fixed,Yes
38,medium,Medium,5BHK-House,Owned,Medium,<10yrs,2,<1yr,8.038601633,4,0,0,Others,Fixed,Fixed,No
45,low,Medium,1BHK-Apt,Owned,Low,20-30yrs,3,2-5yrs,0.97819696,1,1,0,SD,Variable,Variable,No
43,low,Medium,Mansion,Owned,High,>30yrs,8,>5yrs,5.81588598,0,10,8,SD,Variable,Variable,No
30,medium,Small,3BHK-Apt,Owned,Medium,>30yrs,2,2-5yrs,0.696201651,1,7,2,PPM,Variable,Variable,No
35,medium,Large,2BHK-Apt,Rented,Low,20-30yrs,2,2-5yrs,1.934231466,4,3,0,Others,Fixed,Fixed,No
31,medium,Medium,3BHK-Apt,Owned,Medium,<10yrs,5,1-2yrs,4.47269099,2,2,1,Others,Variable,Variable,No
44,High,Small,2BHK-Apt,Owned,High,10-20yrs,5,1-2yrs,5.098478231,0,10,4,PPM,Variable,Variable,No
32,medium,Medium,3BHK-Apt,Owned,Medium,>30yrs,7,<1yr,2.548866577,0,8,5,DD,Variable,Variable,No
36,medium,Medium,1BHK-Apt,Rented,Medium,10-20yrs,4,>10yrs,2.2675904,1,9,8,SD,Fixed,Fixed,Yes
27,low,Large,1BHK-Apt,Owned,Medium,>30yrs,4,2-5yrs,1.590234975,1,6,1,DD,Variable,Variable,No
36,medium,Medium,2BHK-Apt,Owned,High,>30yrs,2,>10yrs,7.194320709,0,9,5,DD,Fixed,Fixed,No
55,low,Small,5BHK-House,Owned,Medium,10-20yrs,3,2-5yrs,0.790300293,2,10,2,SD,Variable,Variable,No
33,High,Medium,1BHK-Apt,Owned,Medium,<10yrs,1,<1yr,8.064920851,1,2,1,DD,Fixed,Fixed,No
42,medium,Small,2BHK-Apt,Rented,Low,<10yrs,6,2-5yrs,3.582407341,0,10,2,SD,Variable,Variable,No
36,High,Medium,3BHK-Apt,Owned,Medium,>30yrs,2,1-2yrs,2.244838849,1,2,1,SD,Fixed,Fixed,No
31,High,Large,3BHK-Apt,Owned,Medium,>30yrs,6,1-2yrs,1.75792233,1,6,1,DD,Fixed,Fixed,No
48,low,Medium,2BHK-Apt,Rented,Medium,20-30yrs,3,1-2yrs,3.341874859,3,4,0,PPM,Variable,Variable,No
28,low,Large,2BHK-Apt,Rented,Medium,10-20yrs,5,<1yr,4.393951491,3,9,6,PPM,Fixed,Fixed,No
53,High,Large,3BHK-Apt,Owned,Low,>30yrs,2,<1yr,4.2596508,3,5,4,Others,Fixed,Fixed,No
41,medium,Medium,1BHK-Apt,Rented,Medium,10-20yrs,1,2-5yrs,1.917962704,2,9,2,PPM,Variable,Variable,Yes
28,medium,Medium,1BHK-Apt,Owned,Medium,>30yrs,3,<1yr,4.373785961,3,2,1,Others,Variable,Variable,No
35,High,Small,2BHK-Apt,Owned,Low,20-30yrs,3,2-5yrs,10.35771864,0,3,2,SD,Variable,Variable,No
41,low,Small,2BHK-Apt,Owned,High,20-30yrs,3,1-2yrs,0.873520554,3,7,0,DD,Variable,Variable,No
35,medium,Large,2BHK-Apt,Owned,Medium,20-30yrs,5,1-2yrs,1.743544841,0,0,0,Others,Fixed,Fixed,No
52,medium,Medium,1BHK-Apt,Owned,Medium,20-30yrs,1,1-2yrs,8.818231718,2,0,0,PPM,Fixed,Fixed,No
35,low,Large,3BHK-Apt,Rented,Low,20-30yrs,3,1-2yrs,2.744615211,0,10,6,DD,Fixed,Fixed,No
28,low,Small,Mansion,Rented,Medium,20-30yrs,9,1-2yrs,3.818965164,1,10,1,Others,Fixed,Fixed,Yes
45,medium,Medium,Mansion,Owned,Low,10-20yrs,6,>5yrs,4.194431215,0,4,0,SD,Fixed,Fixed,No
59,High,Small,3BHK-Apt,Owned,High,>30yrs,4,>5yrs,1.699292426,0,10,4,PPM,Variable,Variable,No
34,High,Small,3BHK-Apt,Owned,Low,20-30yrs,4,1-2yrs,2.452026367,2,0,1,Others,Variable,Variable,No
46,low,Medium,3BHK-Apt,Owned,Medium,20-30yrs,1,2-5yrs,11.83511423,0,2,1,Others,Fixed,Fixed,No
31,High,Medium,1BHK-Apt,Owned,Low,20-30yrs,3,1-2yrs,7.507571199,0,8,0,SD,Variable,Variable,No
32,High,Small,1BHK-Apt,Rented,Medium,10-20yrs,3,1-2yrs,1.629362029,0,3,0,DD,Variable,Variable,Yes
39,low,Large,2BHK-Apt,Owned,High,<10yrs,5,2-5yrs,3.94224374,1,7,6,Others,Variable,Variable,No
31,medium,Small,3BHK-Apt,Owned,High,20-30yrs,1,>5yrs,1.870623922,0,0,0,PPM,Variable,Variable,No
40,High,Large,1BHK-Apt,Owned,Medium,20-30yrs,4,>5yrs,8.150603688,3,7,1,Others,Fixed,Fixed,No
51,medium,Large,2BHK-Apt,Owned,Medium,>30yrs,3,1-2yrs,8.151028424,1,0,0,DD,Fixed,Fixed,Yes
38,low,Medium,1BHK-Apt,Owned,High,10-20yrs,8,>10yrs,4.411793141,0,2,1,Others,Variable,Variable,No
46,low,Large,2BHK-Apt,Owned,Medium,20-30yrs,3,1-2yrs,3.959680606,3,2,0,DD,Variable,Variable,No
38,low,Small,2BHK-Apt,Rented,Low,20-30yrs,4,2-5yrs,6.748523247,4,2,0,DD,Variable,Variable,No
39,medium,Medium,2BHK-Apt,Owned,Low,10-20yrs,8,2-5yrs,11.35509899,1,1,0,SD,Variable,Variable,No
42,High,Medium,3BHK-Apt,Rented,High,20-30yrs,5,2-5yrs,2.802954567,0,10,3,Others,Fixed,Fixed,No
53,low,Large,2BHK-Apt,Rented,Medium,>30yrs,3,2-5yrs,3.840461436,0,0,0,PPM,Variable,Variable,No
42,low,Small,1BHK-Apt,Owned,Medium,10-20yrs,1,>10yrs,9.465123868,1,10,3,DD,Fixed,Fixed,No
